"Time","Contracts","Funding Interval","Funding Rate"
"2024-05-07 17:00:00","BTCUSDT Perpetual","8h","0.001581%"
"2024-05-07 09:00:00","BTCUSDT Perpetual","8h","0.006064%"
"2024-05-07 01:00:00","BTCUSDT Perpetual","8h","0.007745%"
"2024-05-06 17:00:00","BTCUSDT Perpetual","8h","-0.001031%"
"2024-05-06 09:00:00","BTCUSDT Perpetual","8h","0.000602%"
"2024-05-06 01:00:00","BTCUSDT Perpetual","8h","0.003893%"
"2024-05-05 17:00:00","BTCUSDT Perpetual","8h","0.000647%"
"2024-05-05 09:00:00","BTCUSDT Perpetual","8h","0.006906%"
"2024-05-05 01:00:00","BTCUSDT Perpetual","8h","0.006265%"
"2024-05-04 17:00:00","BTCUSDT Perpetual","8h","0.007455%"
"2024-05-04 09:00:00","BTCUSDT Perpetual","8h","0.002703%"
"2024-05-04 01:00:00","BTCUSDT Perpetual","8h","0.008091%"
"2024-05-03 17:00:00","BTCUSDT Perpetual","8h","-0.003764%"
"2024-05-03 09:00:00","BTCUSDT Perpetual","8h","-0.001549%"
"2024-05-03 01:00:00","BTCUSDT Perpetual","8h","-0.000123%"
"2024-05-02 17:00:00","BTCUSDT Perpetual","8h","0.006169%"
"2024-05-02 09:00:00","BTCUSDT Perpetual","8h","0.006634%"
"2024-05-02 01:00:00","BTCUSDT Perpetual","8h","0.009902%"
"2024-05-01 17:00:00","BTCUSDT Perpetual","8h","0.008946%"
"2024-05-01 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-05-01 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-30 17:00:00","BTCUSDT Perpetual","8h","0.009153%"
"2024-04-30 09:00:00","BTCUSDT Perpetual","8h","0.009740%"
"2024-04-30 01:00:00","BTCUSDT Perpetual","8h","0.006828%"
"2024-04-29 17:00:00","BTCUSDT Perpetual","8h","0.005543%"
"2024-04-29 09:00:00","BTCUSDT Perpetual","8h","0.002472%"
"2024-04-29 01:00:00","BTCUSDT Perpetual","8h","0.002782%"
"2024-04-28 17:00:00","BTCUSDT Perpetual","8h","-0.002081%"
"2024-04-28 09:00:00","BTCUSDT Perpetual","8h","0.001006%"
"2024-04-28 01:00:00","BTCUSDT Perpetual","8h","0.002834%"
"2024-04-27 17:00:00","BTCUSDT Perpetual","8h","0.007470%"
"2024-04-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-27 01:00:00","BTCUSDT Perpetual","8h","0.005562%"
"2024-04-26 17:00:00","BTCUSDT Perpetual","8h","0.000685%"
"2024-04-26 09:00:00","BTCUSDT Perpetual","8h","0.001709%"
"2024-04-26 01:00:00","BTCUSDT Perpetual","8h","0.001140%"
"2024-04-25 17:00:00","BTCUSDT Perpetual","8h","0.004069%"
"2024-04-25 09:00:00","BTCUSDT Perpetual","8h","0.007020%"
"2024-04-25 01:00:00","BTCUSDT Perpetual","8h","0.007046%"
"2024-04-24 17:00:00","BTCUSDT Perpetual","8h","0.005301%"
"2024-04-24 09:00:00","BTCUSDT Perpetual","8h","0.001413%"
"2024-04-24 01:00:00","BTCUSDT Perpetual","8h","-0.001083%"
"2024-04-23 17:00:00","BTCUSDT Perpetual","8h","0.005240%"
"2024-04-23 09:00:00","BTCUSDT Perpetual","8h","-0.001236%"
"2024-04-23 01:00:00","BTCUSDT Perpetual","8h","0.000898%"
"2024-04-22 17:00:00","BTCUSDT Perpetual","8h","0.002497%"
"2024-04-22 09:00:00","BTCUSDT Perpetual","8h","0.004409%"
"2024-04-22 01:00:00","BTCUSDT Perpetual","8h","0.008271%"
"2024-04-21 17:00:00","BTCUSDT Perpetual","8h","-0.002093%"
"2024-04-21 09:00:00","BTCUSDT Perpetual","8h","0.003186%"
"2024-04-21 01:00:00","BTCUSDT Perpetual","8h","0.004203%"
"2024-04-20 17:00:00","BTCUSDT Perpetual","8h","-0.000766%"
"2024-04-20 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-20 01:00:00","BTCUSDT Perpetual","8h","0.005880%"
"2024-04-19 17:00:00","BTCUSDT Perpetual","8h","0.006640%"
"2024-04-19 09:00:00","BTCUSDT Perpetual","8h","-0.003120%"
"2024-04-19 01:00:00","BTCUSDT Perpetual","8h","-0.003334%"
"2024-04-18 17:00:00","BTCUSDT Perpetual","8h","0.005982%"
"2024-04-18 09:00:00","BTCUSDT Perpetual","8h","0.006937%"
"2024-04-18 01:00:00","BTCUSDT Perpetual","8h","0.006534%"
"2024-04-17 17:00:00","BTCUSDT Perpetual","8h","0.003574%"
"2024-04-17 09:00:00","BTCUSDT Perpetual","8h","0.006375%"
"2024-04-17 01:00:00","BTCUSDT Perpetual","8h","0.003512%"
"2024-04-16 17:00:00","BTCUSDT Perpetual","8h","0.009525%"
"2024-04-16 09:00:00","BTCUSDT Perpetual","8h","0.005953%"
"2024-04-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-15 17:00:00","BTCUSDT Perpetual","8h","0.001759%"
"2024-04-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-13 01:00:00","BTCUSDT Perpetual","8h","0.012214%"
"2024-04-12 17:00:00","BTCUSDT Perpetual","8h","0.025630%"
"2024-04-12 09:00:00","BTCUSDT Perpetual","8h","0.011257%"
"2024-04-12 01:00:00","BTCUSDT Perpetual","8h","0.019763%"
"2024-04-11 17:00:00","BTCUSDT Perpetual","8h","0.020153%"
"2024-04-11 09:00:00","BTCUSDT Perpetual","8h","0.013978%"
"2024-04-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-10 17:00:00","BTCUSDT Perpetual","8h","0.012457%"
"2024-04-10 09:00:00","BTCUSDT Perpetual","8h","0.011929%"
"2024-04-10 01:00:00","BTCUSDT Perpetual","8h","0.019060%"
"2024-04-09 17:00:00","BTCUSDT Perpetual","8h","0.020603%"
"2024-04-09 09:00:00","BTCUSDT Perpetual","8h","0.020915%"
"2024-04-09 01:00:00","BTCUSDT Perpetual","8h","0.035189%"
"2024-04-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-04 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-03 01:00:00","BTCUSDT Perpetual","8h","0.016456%"
"2024-04-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-04-02 09:00:00","BTCUSDT Perpetual","8h","0.010926%"
"2024-04-02 01:00:00","BTCUSDT Perpetual","8h","0.027469%"
"2024-04-01 17:00:00","BTCUSDT Perpetual","8h","0.033491%"
"2024-04-01 09:00:00","BTCUSDT Perpetual","8h","0.070161%"
"2024-04-01 01:00:00","BTCUSDT Perpetual","8h","0.040301%"
"2024-03-31 17:00:00","BTCUSDT Perpetual","8h","0.039889%"
"2024-03-31 09:00:00","BTCUSDT Perpetual","8h","0.032351%"
"2024-03-31 01:00:00","BTCUSDT Perpetual","8h","0.034360%"
"2024-03-30 17:00:00","BTCUSDT Perpetual","8h","0.032267%"
"2024-03-30 09:00:00","BTCUSDT Perpetual","8h","0.019624%"
"2024-03-30 01:00:00","BTCUSDT Perpetual","8h","0.030170%"
"2024-03-29 17:00:00","BTCUSDT Perpetual","8h","0.025455%"
"2024-03-29 09:00:00","BTCUSDT Perpetual","8h","0.018250%"
"2024-03-29 01:00:00","BTCUSDT Perpetual","8h","0.029430%"
"2024-03-28 17:00:00","BTCUSDT Perpetual","8h","0.029899%"
"2024-03-28 09:00:00","BTCUSDT Perpetual","8h","0.024195%"
"2024-03-28 01:00:00","BTCUSDT Perpetual","8h","0.043630%"
"2024-03-27 17:00:00","BTCUSDT Perpetual","8h","0.029551%"
"2024-03-27 09:00:00","BTCUSDT Perpetual","8h","0.028757%"
"2024-03-27 01:00:00","BTCUSDT Perpetual","8h","0.026763%"
"2024-03-26 17:00:00","BTCUSDT Perpetual","8h","0.018348%"
"2024-03-26 09:00:00","BTCUSDT Perpetual","8h","0.021963%"
"2024-03-26 01:00:00","BTCUSDT Perpetual","8h","0.028814%"
"2024-03-25 17:00:00","BTCUSDT Perpetual","8h","0.016323%"
"2024-03-25 09:00:00","BTCUSDT Perpetual","8h","0.025549%"
"2024-03-25 01:00:00","BTCUSDT Perpetual","8h","0.015884%"
"2024-03-24 17:00:00","BTCUSDT Perpetual","8h","0.014616%"
"2024-03-24 09:00:00","BTCUSDT Perpetual","8h","0.010351%"
"2024-03-24 01:00:00","BTCUSDT Perpetual","8h","0.010806%"
"2024-03-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-03-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-03-23 01:00:00","BTCUSDT Perpetual","8h","0.011993%"
"2024-03-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-03-22 09:00:00","BTCUSDT Perpetual","8h","0.016271%"
"2024-03-22 01:00:00","BTCUSDT Perpetual","8h","0.019510%"
"2024-03-21 17:00:00","BTCUSDT Perpetual","8h","0.019304%"
"2024-03-21 09:00:00","BTCUSDT Perpetual","8h","0.010403%"
"2024-03-21 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2024-03-20 17:00:00","BTCUSDT Perpetual","8h","0.018388%"
"2024-03-20 09:00:00","BTCUSDT Perpetual","8h","0.015847%"
